author,content,stat_time,thumbs_up
天热打鼓球,"新开的商场真是变  态。,我看着手机，在一群女人中排了半个小时的队，轮到我时才发现，,这层楼，居然没有男厕所！","
2020-08-23 08:34
",1606
义行天下7,"和老婆闹矛盾！,这家伙把我气的躲在一房间角落 哭了起来，儿子喊我吃饭我也装着没听到，不一会儿子跑进来喊我:老爸快吃饭了！，,然后儿子看了下趴在我旁边的金毛说:我知道你太委屈了，你看咱家金毛都跟着你哭呢！咋一看你俩还以为是难兄难弟呢！,特么的……","
2020-08-09 07:33
",1169
狐小乔,"好久没吃过葡萄了，恰巧路过一流动摊位，葡萄二块五，赶紧买了三串。,忙不迭地走进附近公共卫生间准备洗一串葡萄，谁知袋子一倾斜，一串葡萄直接进了垃圾桶。,还不等走出卫生间，忽听：“卧槽，谁这么牛，用葡萄擦屁股。”,大哥，我只是用卫生间的洗手池而已，不是你想的那样。","
2020-09-12 09:01
",1168
忧郁的创可贴,"老爸不知道在哪抓了个麻雀，然后用绳子栓在麻雀腿上送给小侄子玩，没想到小侄子拎学校去了。,我哥还没下班就被侄子班主任请去了，班主任见到我哥说：你儿子最近退步很大，上课不好好听课，作业完不成，你们做家长的也要好好教育一下他，今天上课居然玩麻雀，如果下次再玩老师就把麻雀没收了。,老哥听后转身，生气的抽了小侄子一巴掌说：小兔崽子，听到你老师说的话没，以后上课再玩麻雀你老师就把你阉了。","
2020-09-15 06:40
",1333
狐小乔,"大一新生时，我被大三的学长“欺负”了。大学新生报道后，我就参加了学生会，然后一个学生会的副会长，让我帮他买包烟。,他给我转账一块钱，让我买包云烟。当时云烟十块钱（结账时才知道），我只好默默地买烟。,事情的反转在月末，一位学姐找到我，说她是学长的女朋友，学长那次少转了9块钱，当时他忘按“0”了。,我奇怪地问：谢谢学姐，但你咋知道的？,学姐说：我每月的月底都查他的账，发现支出多了9块钱。","
2020-08-27 16:45
",1663
精灵不次饭～,"邻居刘大哥的闺女豆豆跟我闺女经常一起玩。昨晚我烤了蛋挞，照例让闺女送了几个去了，一会豆豆送盘子来，一脸渴求地说：“阿姨，你做的东西太好吃了，我家都没这些好吃的……我就待你家，做你女儿好不好？”,旁边的闺女拍手说好啊好啊！我忍不住笑了：那我老公就要养两个小孩，可难养活哦！,豆豆大眼睛一转，边往她家跑边说：“我把我爸爸给你当老公！这样你就有两个老公挣钱啦！我现在就去喊他！”,我，，，，，","
2020-09-07 08:01
",2696
忧郁的创可贴,"嫂子生完孩子就没工作过了，最近正在写简历准备复出。写好后拿给我看，非让我给点宝贵意见。,我其实也不太懂，但是感觉简历太一般，不够高大上，就实话实说了。,嫂子表示懂了，改好后又拿给我看，我一看，别的地方都没动，就年薪改成一百万了。。。","
2020-08-31 07:30
",1563
糗糗queen,昨天跟老公一起去参加他哥们的婚礼，路上追尾了，到了酒店正好遇到了我当初的驾校教练，就把整个过程跟他好好念叨了一遍，最后教练职业病上来，真生气了，正骂着这是哪个SB教练带出来的学生啊，然后我老公从卫生间屁颠屁颠跑过来大喊一声，哎呀教练！好久不见啊！,"
2020-09-13 07:09
",1452
姐姐掉沟里了,"小时候有一次偷 我老爸的烟抽，被老爸发现了，暴 打 了一顿，一边打一边骂：你一个小姑娘家，什么不好学，偏偏学着大人抽烟？你见过我们这个地方，哪个女人抽烟了？,我也犟啊，跺脚喊：电视里的坏女人，那个不抽烟啊？！,老爸气得说不出话来，手一抬，还想打，被老妈拦住了：你咋可以打自家姑娘呢？到老会没饭吃的！！,我心里暖洋洋的，果然，世上只有妈妈好啊，还是老妈最疼我！,谁知道我还没感动完呢，老妈已经一把攥住了我的胳膊，另一只手举起了烧火用的火钳，说：还是我打 比较合适！。。,​","
2020-08-03 06:18
",1682
义行天下7,"老婆练瑜伽！,这天去逛商场专门花88元给老婆买了个瑜伽垫，到家老婆看到惊喜的抱着我说:老公，真好，真懂我！,不成想后来 老婆 把瑜 伽垫 铺在地板上，当起了私人 床.垫！,害 的我独 守空 床！……","
2020-09-05 06:26
",1350
璃白°,"我堂哥很帅,惹了附近离婚单身女性,非赖着嫁给他.,万般无赖,他装疯卖傻,让家人说他有神经病,这女性不信,除非你把猪粪吃喽,并说如果不娶她,她就去自尽,哭哭啼啼的.,7岁的我,看到这难解的情况,为了帮堂哥早日脱离苦海,我去猪舍舀了满满一盆猪粪递给堂哥,眼神坚定的鼓励他.....","
2020-08-18 07:37
",2414
坏小孩cium,"喝酒真酣，一哥们说自己当年如何威猛，激动处，还露出背上的很多疤痕给我们看，说是当年战绩，好多盆友都露出钦佩的眼神。。。,        我正啃着猪蹄儿，很疑惑的嘟哝了一句:往前冲伤痕应该在正面才对吧。。。,        不知怎么了，我话还没说完，那哥们酒也不喝扭头就走了​。。。","
2020-07-19 07:39
",2415
吃了两碗又盛,"2002年，我同学结婚的时候，我编了一副对联表祝福，上联是“携手同心铸大业”，下联忘了，，，,为什么上联记得那么清楚呢？,因为我同学给他儿子起名叫大业，明天我去参加大业的学子宴","
2020-08-07 12:47
",1126
小恩的老公8,"大学生生活是我最难忘的，有时突然就想起来大学某一天和谁谁谁在一起干了什么事情，我就会笑一下……,记得那年大四，我编了个理由说是摔伤了腿骨折，向学校请了几天病假！却偷偷带领一群菜鸟去参加市里的友谊足球赛！,到赛场一看，我的乖乖，对方队员有几位竟然都是大学同班同学，他们还是大学足球队的！这下糟了，赢是赢不了了！,意外的是，他们对我都放水，以为我腿骨折了还来参加，精神可嘉！就这样，我带领一群菜鸟赢得了比赛……","
2020-08-05 14:02
",1334
净心居士,"玩糗 百真的能找到女朋友。,我和胖丫认识于网络，在奔现后看着她无聊，我给她介绍糗 事 百 科这个APP，刚玩一天，就吵着要和我分手，说找到真爱了。。。,现在终于有个女孩肯为我自 杀，还说我不同意分手就要自 杀，把我感动了","
2020-07-24 08:54
",1267
图图的耳朵会动耶,"感冒发烧，浑身无力，就叫表哥送我去医院，看了医生拿了药，去打点滴，给我打点滴的护士小姐姐，愣愣地盯着表哥看，表哥低着头不说话，两个人怪怪的！我病得难受，懒得问，就催小姐姐快点给我扎上！,一连扎了好几针，都是刚扎进去就走针了，痛得我眼泪直流，终于在第八针的时候，扎好了，我问小姐姐是不是实习的，小姐姐点点头，还是没说话，就去给旁边一个大妈扎针了，一针就好了，我看得都呆了，悄悄跟表哥说：这个小姐姐到底是不是实习的呀？扎我那么费劲你看扎那个大妈，多熟练啊！,表哥看着那个小姐姐，低声说：她是我前女友…","
2020-07-28 07:30
",2183
忧郁的创可贴,"闺蜜家里重新装修，我去帮忙顺便拿了一根挂窗帘的不锈钢管，准备回家晒衣服。,半路上玩心大起，学着西游记里面的齐天大圣一样，在空中舞来舞去，然后向左边一甩。没想到差点甩到后面路过正在吃早餐大哥的脸上。大哥吓的一哆～嗦，坐地上愣了，豆浆洒地上了都没反应过来。四目对视，场面十分尴尬。,当时脑子一抽说了句：大哥看钢～ 管 ～舞不 ? 大哥站起来拍～拍～屁～股说：你吓死我了，我以为你抢我早餐呢。","
2020-09-04 06:52
",2001
夏有凉风秋望月,"小的时候，我特别皮，整天像个男孩子一样的疯玩。,有个叫净心的小男孩整天跟在我身后保护着我，那时候不懂事，我笑着说:长大了，我娶你当媳妇吧！,净心害羞的说:我是男孩，长大了应该是我娶你才对！,若干年后，我早已是一个亭亭玉立的大菇凉，可以净心却不来找我。,果然男人的嘴骗人的鬼，就因为我0.1吨吗？怕抱不动我吗？我可以抱你的。。。。。","
2020-07-26 17:24
",1279
出门太难,"跟着女友逛了半天街，腿都走细了一圈，也没买了多少东西。最后我实在走不动了，就让她一个人逛逛，我在大街边坐着等她。,女友一听就恼了，一赌气，街也不逛了，直接坐上公交车就回来了。我跟在她背后，从车头挤到车尾，又从车尾挤到车头，一连挤了好几个来回。,最后看着我们已经到站了，我刚想跟着下车，就被两个青年男子一左一右夹住了。其中一个厉声说：老实交待！你跟着小姐姐挤来挤去，到底是想T 包，还是耍牛 氓？！,我挣了几下，挣不脱，急了：我是她男朋友，不信你们问她！,女友已下了公交车，头也不回的说：报 警吧！,我惊呆了。。。​","
2020-08-03 06:19
",1381
大小可爱爱爱,"陪哥们张哥去看二 手 车 ！,到车行看中了一部七年的二 手 车，张哥问车况如何？都七年了呀！有点 老了！,车行老板微微一笑问张哥:这位兄弟，你今年多大了？,张哥说:今年39岁了！,车行老板转身问我今年多大了？,我:29岁了！,车行老板笑着对张哥说:不要说我的车七年了，保养的好啊，你看这蹭亮的外观漆，真皮座椅完好无损，就如同你这位兄弟一样29了看着比你这39的都显年龄大，猛一看以为 是大 爷呢！,卧槽，不带这样打 击 人的！！！","
2020-07-30 07:53
",1307
歌歌哒f,"小时候我爸去当了两天代课老师，没错就是两天，然后便经常教导我们“对知识一定要有一个怀疑和探知的态度”，于是我和我哥没少在家做实验，印象最深的是空气对运动物体的阻力试验，,那天我哥在我家梁上栓了一根绳子，另一头栓了一个秤砣，然后最大限度的拉直绳子，让我站在秤砣刚好能碰到我鼻子处，我哥使劲一扔对我说道：站着别动，它打不着你……,多年的上当经验告诉我不能信他的，可我刚跑几步就被打中了，我哥看着被打倒的我：没想到吧，我用的是橡皮绳……","
2020-08-16 09:23
",1176
坏小孩cium,"大学的时候，我哥不知道我谈恋爱了，来学校看我，路上遇到男朋友宿舍的人一个个的喊：嫂子好！嫂子好！,        我哥愣了一阵子，然后眼泪八叉的说:生活费不够我每个月给你加五百，别再去做大哥的压寨夫人。。。","
2020-08-02 08:20
",2545
放弃or被放弃,"公司前台小妹180斤，同事们都不待见她。,但是我不在意，经常给她买零食，还去她家蹭饭。,昨天晚上，她红着脸对我说：今晚来我家吃饭吧，我妹妹已经搬走了，就我一个人在家。,我这么正直的一个人，立马就拒绝了。,心里不禁冷笑：你漂亮妹妹都搬走了，我还去你家干什么！","
2020-08-14 12:51
",996
吃了两碗又盛,"哥们几个小聚正好赶上教师节，闲聊中我问他们:你们说给老师送礼有用吗？,有的说有用有的说没用，但都缺少证据支持。只有扁哥思路非常清晰:咋没用？我小时候我妈年年给老师送土鸡蛋，玉米棒子啥的，我挨老师的打是全班最多的。","
2020-09-11 14:34
",1331
耳语姐,我去，上了个厕所出来居然重了4两,"
2020-08-05 08:10
",1652
姐姐掉沟里了,"三婶把她娘家的侄子介绍给我。那人黑黑瘦瘦的，看上去一点也不帅。个子只有166，比我还矮了两公分。,但是他的眼神却很干净，笑容也很干净，纯净得像个孩子一样，让人一看，立刻心生好感。,我和他聊了一会，发现那人全无心机，绝不会口花花的占人便宜，也不会花言巧语讨好别人，就有些动心了。,我掏出手机，准备互换一下联系方式，先处处看，成了最好，不成也没啥遗憾。,谁知道那人竟然当面拒绝了我：不用了！我发现我们不合适！,我郁闷的说：我们才第一次见面哪，你怎么知道我们不合适？​,那人认真的说：我发现你脸太大了！搽一次粉，怕要半斤才够吧？！我养不起！！,特喵的！劳资从来不搽粉好不好？伦家只是一次搽一瓶防 晒 霜……而已！​","
2020-08-09 06:05
",2206
正版煮茶,"上星期，我发信跟我同事借一千块，我同事当即发给我，我回他一个星期后还你。他也没吭声。,一个星期后，我都忘了这茬。突然我同事发了信回复我：好的。,我赶紧发还给他。","
2020-08-15 09:35
",2976
空城旧梦她与伞,"刚出外打工时候的事情。发了工资，想去买双鞋，一个逗逼同事自告奋勇的说去帮我砍价。,走进一家店，我看中了一双鞋，同事问老板：“老板，这鞋多少钱？”,老板：“80块”。,同事：“便宜点吧”。,老板：“你想给多少?”,同事悠悠的说“两块”。,卧槽，我撒腿就跑……","
2020-08-25 07:09
",2225
放弃or被放弃,"表哥逗女同事，跟新来的哈工大女大学生说：“你信不信，我能不用嘴，就能亲到你的嘴。”,女大学生瞪大了眼说：“我不信。”,表哥说：“我们赌100块钱。”,女大学生同意了，表哥起身走到女大学生面前用嘴亲了一下她的嘴，女大学生顿时傻眼了：“你不是说不用嘴吗？”,表哥说：“是啊，所以我输了。”,说完表哥拿出100元钱递给了女大学生，脸红红的跟表哥说：“想亲我就直说，我又不是不让你亲。”然后俩人就在一起了。","
2020-09-02 00:28
",1167
义行天下7,"暑 假到了，天天陪儿子看西 游记！,儿子好奇心强，看了几集后，竟然问我孙悟空怎么不怕太上老君 炼丹 炉 火，并且烧了七七四十九天！可为啥怕红孩儿的三味 真 火？,这个问题，我想了半天，一拍脑门有了:因为红孩儿 年轻 人 嘛，火  力  旺 ！","
2020-07-29 07:00
",1820
聊天不撩妹子,"公司实习的小刘，是大山里出来的，不怎么会骑电动车，前段时间骑电动车就骑河里去了，还不会游泳，他居然自己上来了，还道处吹牛，游泳很简单，掉一回水就学会了。。。,这几天高温，不做事都出汗，同事们就商量去海滨浴场游泳去，反正工期不急。,本人因岁数大了，没去海边，据回来的同事说，如果不是救生员果断熟练，现在大家都应该去给小刘守灵了。。,因为当时大家都在笑着看小刘在狗刨，谁也没有想到他是。。。。","
2020-08-15 07:34
",1023
-小门神~,"爷爷特别讨厌同村的李大爷，他说李大爷是他仇人！直到那天爷爷夜里路过广场，看见李大爷一个人在跳广场舞……,也是从那天起，爷爷和李大爷关系越来越好。我问道:你跟李大爷冰释前嫌，是不是你也爱上了广场舞？,爷爷摇摇头:不是的，那是因为你奶奶又换了广场舞舞伴了……","
2020-08-27 18:33
",1355
他的宝儿,"病房里有个大叔突然一下喘不上气，吓得旁边的人大声呼喊医生，我们赶忙跑过去，给他用了药缓解后，我望着旁边一个爷爷说，你们叫个年轻点的家属来吧，你都这么大年纪了还照看病人！,只听他激动的说，护士你搞错了，我才是病人，他是我请的护工……","
2020-08-29 12:48
",1392
流浪的诺诺～,"今天老公帮我背了个锅！,老公回来，苦着脸说：“把雨伞弄丢了，车子上配的那把，查了一下原厂的要500多大洋。”,我安慰了一会老公，并答应他再给他买把新的，才把委屈的老公哄好。,打开淘宝，找到之前的网店，30块钱又买了一把新的…这下我踏实了，之前把伞弄丢的罪恶感一扫而光。","
2020-09-13 09:45
",2074
小恩的老公8,"和同事们聊天聊到减肥，我说女生想要减肥，就要每天多做运动，例如跑步，爬山啊，出汗多了应该就能瘦了！,结果美女同事小苏反驳我说运动出汗是没用的，脂肪是要靠那种有节奏的呼吸……喊出来才能减的！,小苏这话听得我一脸蒙圈，小苏却一直看着我傻笑……","
2020-09-09 10:13
",1336
忧郁的创可贴,"单位饮水机使用年限太长，热水那边的红色把手被掰断了，维修工来换了一个蓝色的把手，说让我们先凑合用。卧槽，这怎么行呢，两边都是蓝色把手我怎么分得清啊?,维修工小哥哥给了我一个关爱智～zhang~的眼神，说道 : 看见把手上面这个红色的叹号了没？写着小心烫伤。。。,​ 正上班呢，茶水间传来了维修工爸爸也就是我上司被烫的嚎叫声。。。","
2020-08-29 07:34
",1432
挖鼻孔的老虎,"我趴在桌上午休，老板娘拍醒我说：“你部门今晚留一个人加班，留谁？”,我正斟酌着该留谁，不经意看到她下巴粘着一粒米饭，很不雅观，于是指了指自己下巴提醒她。,她说：“咦，这次这么积极。”然后走了。","
2020-08-08 14:14
",1063
狐小乔,第一次带男朋友回家，心里有点忐忑，就叫他在村口等着，我先回家与家人交接好再出来接他。 不料家里亲朋太热闹，到了家忘了带男朋友回家这茬事了。 结果这二货就一直在村口从晚上等到第二天早上，靠着草垛睡了一夜……,"
2020-07-27 08:59
",1862
向昨天说再见。,我小时候的家教很严，每次成绩如果没考好就少不了一顿打，偏偏升初中的第一次考试非常难。很多同学拿着不及格的试卷一副苦瓜脸，我也不敢直接看成绩，用手先捂住一半，看到左边个6，顿时松了口气，及格是没问题了。然后当我把手拿开后，惊恐的发现成绩上只有一个6！,"
2020-07-22 17:45
",1232
精灵不次饭～,"打了个出租车，我上车刚系好安全带，年轻的帅哥车主就很嗨皮地说，哎！是你啊！我有点懵，我好像不认识他。他说：“去年夏天，你也坐过一次我的车！你太有意思了，我一直记得你！”,帅哥，那次我上车太急，跟一过路的一撞来了个360度旋转，鞋子踢飞进了不远处坐着的一大爷的怀里，下车时又把裙角踩到了……可是帅哥，你已经乐了十分钟了，你再笑我可要投诉你了昂！","
2020-08-14 12:24
",1460
狐小乔,"正在坐门诊，一个打扮得像个鸡毛掸子的老阿姨，坐到我面前，,我：“怎么了？哪不舒服？”没动静。什么情况？耳朵有毛病？,于是我把音量升高了一点：“怎么了？哪不舒服？”只见她瞟了我一下，眼睛又望向了别处。嗯？眼睛也有毛病？,我再次抬高音量：“哪不舒服？”她一拍桌子：“喊什么喊？我哪不舒服你看不出来啊？就你这样还当医生呢！”,这一下彻底把我干懵了，这是精神也有问题啊！,她：“看什么看！哪不舒服？哪不舒服？就知道问问问，不会自己猜啊！！！”,我：“想看病就回答问题！不想看病就出去！我是医生，不是算卦的！”,然后，我就被鸡毛掸子投诉了，说我医术不行，连她哪不舒服都猜不出来......","
2020-08-09 06:17
",2025
胖香,"闺女一大早起床就把地扫了，吃过早饭还抢着刷碗，我夸她，她还挺谦虚的跟我说:“这都是小事，你看我做了这么多事，能不能给我买套手账本？”,她是不是忘了？放假前从我这预支了钱给好朋友买生日礼物，当时说好了暑假做家务偿还……","
2020-07-19 08:54
",1023
坏小孩cium,"记得那年暑假哥哥出差，我和嫂子没事做就进次品卖两元货品摆摊，等我们回到家，就倒出箱子数零钱。。。,        那天哥哥回来，看到我们在数一大堆零钱，扑通一声跪下了:老婆我再也不会藏私房钱了。。。","
2020-08-06 05:39
",2829
忧郁的创可贴,"嫂子把年薪一百万那个简历拿给哥哥看,哥哥：媳妇啊，这个年薪不能瞎写，咱们得值多少钱写多少钱呀！,嫂子：我不值一百万吗？那你为什么要花一百多万（婚房婚礼酒席）娶我？,哥哥：因为娶别人我得花更多。。。","
2020-09-01 06:38
",1603
净心居士,"去老婆家，她姑姑正在为我们缝制喜被。四个角分别缝上了红枣，花生，桂圆，莲子，这是祝福我们早生贵子呀。,但是我看到每个角有留着一根长长的线头，感觉他姑姑干活粗心大意。,于是我悄悄的和老婆说:你看，咱姑帮我们缝喜被是好事，可是四个角留那么一个线头多难看呀，要不我们偷偷的去剪掉吧！,老婆瞪了我一眼说:傻蛋，这都不懂，你敢剪了，我和你没完！,莫名其妙，广大的糗友谁能告诉我这是啥意思？？？","
2020-07-26 13:00
",1756
薄之凉,"前女友来店里洗车，正巧赶上我的班，我说：您洗车200元。,前女友生气道：今天可是七夕，不念旧情不打折也就算了，怎么还宰我？,我：车太脏，费水！,前女友：你们经理呢？我要投诉你。,女经理看见前女友就是一愣，然后听前女友的投诉，气愤地骂我：你脑子有病呀？怎么能乱收费？明明是250，你凭什么优惠？,前女友气跑了，我找女经理表示感谢，等过了七夕，请她吃个饭。,女经理摇头道：我不知道她是你前女友，所以我没有帮你。,我不解地问：那您为啥那样说？,女经理咬着牙说：她父亲是我前男友！","
2020-08-22 15:53
",2145
姐姐掉沟里了,"这次相亲又失败了！我很伤心！,要知道，相亲的对象可是我的男神啊！我暗恋他不是一天两天了。,可是我这个别人眼里的女神，竟然入不了他的眼！他低头玩手机，嗯嗯啊啊应付几声，几分钟的时间就借尿 遁走了……,闺蜜小菊听完我的哭诉，看着我的脸说：我知道你为什么会相亲失败了！,我忙问为什么。小菊说：因为你没刮胡子！！","
2020-07-31 08:10
",1878
璃白°,"和公司心仪的男神一起给老板做汇报，我们一直在会客厅等，也没接到老板助理的会客通知。,我抬头，幽怨的望了望男神，希望他能去探探底，他一接触我的眼神，头就撇上别的地方东张希望。,连续三次以后，似乎男神被我感化了，起身走到另一间问助理：小周啊，小花让我过来问问老板大概什么时候有空啊，她等的急不可耐的如坐针毡的吵死人了。。。","
2020-08-08 06:32
",1362
夏有凉风秋望月,"老板请公司全体员工周末嗨皮。有唱歌跳舞；有喝酒划拳；有棋牌娱乐等；；；；；；只有我危襟正坐，一动不动手机也不玩。,老板见我的样子，笑着说:望月，今天就是来放松一下的，不要像开会一样那么刻板，跳起来唱起来吧！,我能说我是痔疮犯了，不敢动吗","
2020-08-23 19:12
",1553
精灵不次饭～,"夫妻俩就是要好好沟通，才能和睦恩爱！比如我跟我老公,。我这几年记性越来越差，经常丢三落四的，心惶惶问老公，哪天我把自己丢了，你会找我吗，他说这么蠢的媳妇，鬼才去找！,后来再问这样的问题，老公说肯定找！我舍不得你。昨天他深情款款地说：“媳妇，像你这么漂亮又贤惠的媳妇，我死也不会放手的！”,我很感动，就是之前用的锤子丢了两个了，没办法我只能买了个更大的。[皱眉]","
2020-09-11 12:09
",1461
薄之凉,"我和小姨子斗地主，小姨子抢到地主，然后她立即投降了！,我们两口子一看小姨子的牌，笑得前仰后合。“王炸、四个三、456、8910”虽然两个炸弹，但其它都是单牌，必输无疑！,小姨子淡淡地说：姐夫，你明白了吧，牌再好，没“妻”不行！就算有四个小三也不行。","
2020-09-11 22:50
",1406
净心居士,和胖丫是同事，我们又在同一组工作。时间久了我们互有好感，但是公司规定同事之间又不能恋爱。为了不破坏公司规定，我们对着电脑开始了网恋,"
2020-07-20 06:54
",1926
狐小乔,"老爸和老妈吵架了，两个人冷战。,作为家里的贴心小棉袄外加开心果，我义不容辞的承担了缓解家庭矛盾的责任。,我蹭到老妈旁边，乖巧地说:“妈，以后我不结婚，就养条狗，孝敬你们一辈子”,本想着我这么贴心的话，绝对会缓解家里几近冰冻的氛围。,然鹅，我妈白了我爸一眼，“确实，养条狗都比找个你爸这样的人好！”,说完转身进屋，我妈走的潇洒，留我一个人在客厅看着气得像吃了十斤辣椒、面色不善的老爸，后背一凉。,后来我少了一个月的生活费……","
2020-09-02 22:37
",1154
璃白°,"中午去菜市场买猪右，看到肉摊的基本都安装个玻璃隔间，把温度调到16度，然后一扇扇的猪肉挂在里面冷藏。,突然我就觉得猪右它不香了，​，，，","
2020-09-02 06:11
",1387
狐小乔,"一个80多岁的老爷子，被儿子带到了门诊。,儿子：“大夫，你快给我爸看看，老爷子摔到头了。”,我一看，头右侧有一个长约5厘米的伤口，还挺深的。,一边处理一边问道：“大爷，怎么弄的呀？岁数大了可得小心点。”,老爷子：“骑自行车摔的。”,我：“哎呀，这么大岁数还骑自行车啊？”,老爷子支支吾吾地“嗯”了一声。,儿子：“别提了，老爷子一点都不让我们省心，要就是骑自行车摔了，我就不说什么了。你知道怎么回事吗？我爸和人家飙车来着。”,我：“啊？飙车？飙自行车啊？”,老爷子：“嗯呐，我骑自行车骑的好好的，然后有一个学生，十多岁吧！穿着校服，你猜怎么着？他超我！把我给超了！这我能忍吗？我就拼命骑，结果，车链子都骑得冒火星子了，也没追上，把我给气的呀！然后一着急，就摔了......”,我：“......”,老爷子接着说：“后来我想明白了，你知道他为啥比我骑的快不？”,我想说，您都这岁数了，和个十几岁的学生比，肯定是体力不行啊！话到了嘴边，还是给咽了下去。,老爷子见我没吱声，接着说：“不知道吧！我知道！那是他的车比我的好，你等着，明天我就去买个公路赛车，我就不信了，我看以后谁还敢超我！”","
2020-09-05 20:44
",1659
卖火柴的小妮子,吃奥利奥，男票说要扭一扭，我问他:人那么多，你确定？他说:确定啊，于是我使出浑身解数扭了一顿当红舞曲秧歌。。。,"
2020-08-18 06:43
",1706
半截烟云,"几个要好的同事聊天，相约九月有空时一块出去玩，计划是海边活动，除了嘱咐带yong衣外，有哪些想吃的可以一一列出来，顺便来一顿野 餐。,趁同事们列东西时，我问她们:既然是海边活动，肯定少不了玩水，那你们九月份都什么时候来例 假呢？同事们左算右算，发现例 假时间竟然排满了整个月！,然后，其中一怀着孕的同事表示严重抗议，让我们无论如何都要去，干 吃 不 玩也要去……😂😂,​","
2020-09-06 15:56
",1224
义行天下7,"吃过晚饭，斜靠在沙发上玩手机时，，突然想起白天电 话和一多年不见的老同学约好 视.  频 .聊天！非常要好的同学，上学时经常开玩笑不带生气的！,于是我给他发了个视  .频 ，可能他也在玩手机，马上就接通了，想吓 他一下，于是我大声 吼:你个吊  .毛，在玩啥  游 戏呢？,“砰”的一声，身上被什么东西狠狠砸了一下，抬头一看，是一只拖鞋，我家母老 虎正怒视着我吼道:你特么骂谁  吊.  毛 呢？我玩游 戏管 你 鸟 事啊？,卧槽……","
2020-08-11 07:40
",2148
出门太难,"前天早上，要去上班的时候，我刚把电动车推出来，转身锁大门，也不知道从哪里跑来只疯狗，在我屁 股上咬了一口就跑了。。。,急诊室的医生，在给我处理伤口时说：好险呐！你的屁 股，差点就破相了！！,我哭笑不得。一打听，打五针狂 犬 病 疫 苗，再加上化验啥的，最少也得一千五、六！,我倒吸了一口冷气！特么的，这狗哪里是咬 人，分明就是打 劫啊！！！","
2020-08-17 06:34
",1080
吃了两碗又盛,鼓动媳妇锻炼，当她累成一滩烂泥的时候，嘿嘿，我就能睡踏实了,"
2020-08-04 15:34
",1887
吃了两碗又盛,哥们去参加他儿子的家长会，回来说差点白去一趟，老师要求家长坐在自己孩子作位上，他儿子个子高，在最后一桌靠墙的位置，他坐在那老师没看见他，以为缺了一个人。,"
2020-09-08 14:20
",1065
.该用户已注销,"异地男友周末要来找我，我激动的把房间里里外外认真打扫一遍。,去厨房准备开水待会给男友泡茶喝，不小心把老妈放厨房的酸菜坛打翻了，房间瞬间弥漫着一股酸臭味。,我连忙打开窗户，拿出风扇吹，又拿出我珍贵的香水喷，无奈味道久久散不出去。天呀，我们今年第一次见面，这也太尴尬了吧？,这时门铃响了，我打开门看到男友笑眯眯的站在门口，一紧张，放了个屁，得！这下酸菜味总算被掩盖住了。。。","
2020-07-19 07:16
",3572
坏小孩cium,"东边邻居大舅和西边邻居大姨分别给送来了一盆牛奶和一盆羊奶，我不知道就都放在一起煮了喝了，妈妈进屋看到了打着嗝一脸满足的我，又看了看两个空盆愣住了。。。,麻麻身后还跟着进来俩小羊羔咩咩咩看着我叫,我。。。。。。我真不知道这两盆是喂羊羔的","
2020-07-28 06:24
",1928
精灵不次饭～,"昨晚我在阳台开窗收衣服，闺女跟过来说：“妈妈你让开一点，别挡着我喝西北风。”,老公在房间玩电脑。闺女跑太快，啪叽摔跤了，她没哭，我就没理她。闺女过来跟我说要吃雪糕。我说你找爸爸去呗。闺女挤眉弄眼说：“等一下，我先挤两滴眼泪出来再去。”,闺女不想睡午觉，话又多，午睡时老师就安排她在隔壁房间玩玩具，下午放学我接闺女，老师的声音哑了，我关心地问老师怎么了？老师说：“中午我陪你闺女说了两小时的话。”,闺女胡搅蛮缠，老公不依她，她伤心地跟老公绝交了。大概十几分钟吧，电视遥控器的电池不见了一个，闺女找老公帮忙，老公说，你不是说我不是你爸爸吗？闺女想都不想说：“那你是我大哥吧，大哥，帮我装个电池。”,老公回来了，闺女跟他得瑟自己的小心恶犬新玩具，老公表示很感兴趣。闺女说，爸爸，你给我十块钱，你可以玩一小时，要是玩十分钟，就给我五块。老公说十分钟两块钱就行了吧？闺女说：“买的少就优惠少你不知道吗？”,跟闺女说，你是大宝宝了，再不能跟妈妈一起睡了。她说，你们讲不讲理啊？爸爸三十多岁了还跟你一起睡，我这个六岁的得一个人睡，凭什么啊？,上学期没多久，闺女开心地指着一小正太跟我说，那是她的男朋友。每次放学两个小家伙都要等着当面打个招呼再走，过了几天她就不等了，急不可耐拉着我就跑：“我不要男朋友，我要吃学校门口那个老奶奶的蛋糕，快点妈妈，晚了小蛋糕就卖完了。”,……","
2020-08-18 12:33
",1663
春风和煦三月天,"跟老公一头睡，他张着嘴打呼噜，味儿好大。我拽着枕头去另一头睡，他伸个大臭脚丫子熏死了。还是回过头去躺着，让他转过身去睡。这货竟然臭屁连天，实在受不了了，我说你还是转过来吧，我把枕头往下拽低一点，错开那张脸，结果……我一巴掌拍他胳膊上:你能把咯吱窝合上吗？还让不让人活了？[撞到玻璃][撞到玻璃],[发呆][发呆][切][切][打脸][打脸]","
2020-07-25 06:43
",1351
